image_path,assigned_split,clahe_image_path
D:\ALS\data\liver_images\F2\R4911.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\R4911.jpg
D:\ALS\data\liver_images\F2\R5246.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\R5246.jpg
D:\ALS\data\liver_images\F2\R5459.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\R5459.jpg
D:\ALS\data\liver_images\F2\R679.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\R679.jpg
D:\ALS\data\liver_images\F2\R6895.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\R6895.jpg
D:\ALS\data\liver_images\F2\R7702.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\R7702.jpg
D:\ALS\data\liver_images\F2\R7887.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\R7887.jpg
D:\ALS\data\liver_images\F2\R9194.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\R9194.jpg
D:\ALS\data\liver_images\F2\R9823.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\R9823.jpg
D:\ALS\data\liver_images\F2\S2079.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F2\S2079.jpg
D:\ALS\data\liver_images\F2\S3359.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\S3359.jpg
D:\ALS\data\liver_images\F2\S3995.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\S3995.jpg
D:\ALS\data\liver_images\F2\S4453.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\S4453.jpg
D:\ALS\data\liver_images\F2\S7256.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\S7256.jpg
D:\ALS\data\liver_images\F2\S7627.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\S7627.jpg
D:\ALS\data\liver_images\F2\S7698.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F2\S7698.jpg
D:\ALS\data\liver_images\F2\S8310.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\S8310.jpg
D:\ALS\data\liver_images\F2\S9211.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F2\S9211.jpg
D:\ALS\data\liver_images\F2\T1412.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\T1412.jpg
D:\ALS\data\liver_images\F2\T2843.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\T2843.jpg
D:\ALS\data\liver_images\F2\T3382.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\T3382.jpg
D:\ALS\data\liver_images\F2\T3824.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\T3824.jpg
D:\ALS\data\liver_images\F2\T4533.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\T4533.jpg
D:\ALS\data\liver_images\F2\T4710.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\T4710.jpg
D:\ALS\data\liver_images\F2\T5052.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\T5052.jpg
D:\ALS\data\liver_images\F2\T5157.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\T5157.jpg
D:\ALS\data\liver_images\F2\T5449.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\T5449.jpg
D:\ALS\data\liver_images\F2\T5879.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\T5879.jpg
D:\ALS\data\liver_images\F2\T7161.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\T7161.jpg
D:\ALS\data\liver_images\F2\T7229.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F2\T7229.jpg
D:\ALS\data\liver_images\F2\T8923.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\T8923.jpg
D:\ALS\data\liver_images\F2\T9465.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F2\T9465.jpg
D:\ALS\data\liver_images\F2\U1004.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\U1004.jpg
D:\ALS\data\liver_images\F2\U1497.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\U1497.jpg
D:\ALS\data\liver_images\F2\U3494.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\U3494.jpg
D:\ALS\data\liver_images\F2\U3910.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\U3910.jpg
D:\ALS\data\liver_images\F2\U4000.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\U4000.jpg
D:\ALS\data\liver_images\F2\U4132.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\U4132.jpg
D:\ALS\data\liver_images\F2\U4590.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\U4590.jpg
D:\ALS\data\liver_images\F2\U4926.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\U4926.jpg
D:\ALS\data\liver_images\F2\U5455.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\U5455.jpg
D:\ALS\data\liver_images\F2\U597.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\U597.jpg
D:\ALS\data\liver_images\F2\U7268.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\U7268.jpg
D:\ALS\data\liver_images\F2\U7380.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F2\U7380.jpg
D:\ALS\data\liver_images\F2\U8543.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F2\U8543.jpg
D:\ALS\data\liver_images\F2\U9527.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\U9527.jpg
D:\ALS\data\liver_images\F2\U9841.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\U9841.jpg
D:\ALS\data\liver_images\F2\V1159.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\V1159.jpg
D:\ALS\data\liver_images\F2\V1447.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\V1447.jpg
D:\ALS\data\liver_images\F2\V1784.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F2\V1784.jpg
D:\ALS\data\liver_images\F2\V20.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\V20.jpg
D:\ALS\data\liver_images\F2\V2726.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\V2726.jpg
D:\ALS\data\liver_images\F2\V3727.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\V3727.jpg
D:\ALS\data\liver_images\F2\V4078.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\V4078.jpg
D:\ALS\data\liver_images\F2\V584.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F2\V584.jpg
D:\ALS\data\liver_images\F2\V5846.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\V5846.jpg
D:\ALS\data\liver_images\F2\V6004.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\V6004.jpg
D:\ALS\data\liver_images\F2\V6855.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\V6855.jpg
D:\ALS\data\liver_images\F2\V7573.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\V7573.jpg
D:\ALS\data\liver_images\F2\V9221.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\V9221.jpg
D:\ALS\data\liver_images\F2\V9304.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F2\V9304.jpg
D:\ALS\data\liver_images\F2\V9497.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\V9497.jpg
D:\ALS\data\liver_images\F2\V9721.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\V9721.jpg
D:\ALS\data\liver_images\F2\V9875.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F2\V9875.jpg
D:\ALS\data\liver_images\F2\W1609.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F2\W1609.jpg
D:\ALS\data\liver_images\F2\W1950.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\W1950.jpg
D:\ALS\data\liver_images\F2\W2870.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\W2870.jpg
D:\ALS\data\liver_images\F2\W4391.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\W4391.jpg
D:\ALS\data\liver_images\F2\W5191.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\W5191.jpg
D:\ALS\data\liver_images\F2\W5816.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\W5816.jpg
D:\ALS\data\liver_images\F2\W6161.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\W6161.jpg
D:\ALS\data\liver_images\F2\W6275.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F2\W6275.jpg
D:\ALS\data\liver_images\F2\W6929.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F2\W6929.jpg
D:\ALS\data\liver_images\F2\W7514.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F2\W7514.jpg
D:\ALS\data\liver_images\F2\W8538.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\W8538.jpg
D:\ALS\data\liver_images\F2\W8855.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\W8855.jpg
D:\ALS\data\liver_images\F2\W9591.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\W9591.jpg
D:\ALS\data\liver_images\F2\W99.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\W99.jpg
D:\ALS\data\liver_images\F2\X1618.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\X1618.jpg
D:\ALS\data\liver_images\F2\X2328.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F2\X2328.jpg
D:\ALS\data\liver_images\F2\X4442.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F2\X4442.jpg
D:\ALS\data\liver_images\F2\X47.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\X47.jpg
D:\ALS\data\liver_images\F2\X4722.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\X4722.jpg
D:\ALS\data\liver_images\F2\X5665.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\X5665.jpg
D:\ALS\data\liver_images\F2\X6403.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\X6403.jpg
D:\ALS\data\liver_images\F2\X7152.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\X7152.jpg
D:\ALS\data\liver_images\F2\X7359.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\X7359.jpg
D:\ALS\data\liver_images\F2\X7955.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\X7955.jpg
D:\ALS\data\liver_images\F2\X910.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\X910.jpg
D:\ALS\data\liver_images\F2\X9597.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\X9597.jpg
D:\ALS\data\liver_images\F2\X9995.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\X9995.jpg
D:\ALS\data\liver_images\F2\Y1383.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F2\Y1383.jpg
D:\ALS\data\liver_images\F2\Y1615.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\Y1615.jpg
D:\ALS\data\liver_images\F2\Y739.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\Y739.jpg
D:\ALS\data\liver_images\F2\Y865.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F2\Y865.jpg
D:\ALS\data\liver_images\F2\ct3-29.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct3-29.png
D:\ALS\data\liver_images\F2\ct3-30.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct3-30.png
D:\ALS\data\liver_images\F2\ct3-31.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct3-31.png
D:\ALS\data\liver_images\F2\ct3-32.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct3-32.png
D:\ALS\data\liver_images\F2\ct3-33.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct3-33.png
D:\ALS\data\liver_images\F2\ct3-34.png,Test,D:\ALS\outputs\clahe_processed\Test\F2\ct3-34.png
D:\ALS\data\liver_images\F2\ct3-35.png,Test,D:\ALS\outputs\clahe_processed\Test\F2\ct3-35.png
D:\ALS\data\liver_images\F2\ct3-36.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct3-36.png
D:\ALS\data\liver_images\F2\ct3-37.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct3-37.png
D:\ALS\data\liver_images\F2\ct3-38.png,Test,D:\ALS\outputs\clahe_processed\Test\F2\ct3-38.png
D:\ALS\data\liver_images\F2\ct3-39.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct3-39.png
D:\ALS\data\liver_images\F2\ct3-40.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct3-40.png
D:\ALS\data\liver_images\F2\ct3-41.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct3-41.png
D:\ALS\data\liver_images\F2\ct3-42.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct3-42.png
D:\ALS\data\liver_images\F2\ct3-43.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct3-43.png
D:\ALS\data\liver_images\F2\ct3-44.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct3-44.png
D:\ALS\data\liver_images\F2\ct3-45.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct3-45.png
D:\ALS\data\liver_images\F2\ct3-46.png,Test,D:\ALS\outputs\clahe_processed\Test\F2\ct3-46.png
D:\ALS\data\liver_images\F2\ct3-47.png,Test,D:\ALS\outputs\clahe_processed\Test\F2\ct3-47.png
D:\ALS\data\liver_images\F2\ct3-48.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct3-48.png
D:\ALS\data\liver_images\F2\ct3-49.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct3-49.png
D:\ALS\data\liver_images\F2\ct3-50.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct3-50.png
D:\ALS\data\liver_images\F2\ct3-51.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct3-51.png
D:\ALS\data\liver_images\F2\ct3-52.png,Test,D:\ALS\outputs\clahe_processed\Test\F2\ct3-52.png
D:\ALS\data\liver_images\F2\ct3-53.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct3-53.png
D:\ALS\data\liver_images\F2\ct3-54.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct3-54.png
D:\ALS\data\liver_images\F2\ct3-55.png,Test,D:\ALS\outputs\clahe_processed\Test\F2\ct3-55.png
D:\ALS\data\liver_images\F2\ct3-56.png,Test,D:\ALS\outputs\clahe_processed\Test\F2\ct3-56.png
D:\ALS\data\liver_images\F2\ct3-57.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct3-57.png
D:\ALS\data\liver_images\F2\ct3-58.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct3-58.png
D:\ALS\data\liver_images\F2\ct3-59.png,Test,D:\ALS\outputs\clahe_processed\Test\F2\ct3-59.png
D:\ALS\data\liver_images\F2\ct3-60.png,Test,D:\ALS\outputs\clahe_processed\Test\F2\ct3-60.png
D:\ALS\data\liver_images\F2\ct3-61.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct3-61.png
D:\ALS\data\liver_images\F2\ct3-62.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct3-62.png
D:\ALS\data\liver_images\F2\ct3-63.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct3-63.png
D:\ALS\data\liver_images\F2\ct3-64.png,Test,D:\ALS\outputs\clahe_processed\Test\F2\ct3-64.png
D:\ALS\data\liver_images\F2\ct3-65.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct3-65.png
D:\ALS\data\liver_images\F2\ct3-66.png,Test,D:\ALS\outputs\clahe_processed\Test\F2\ct3-66.png
D:\ALS\data\liver_images\F2\ct4-1.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-1.png
D:\ALS\data\liver_images\F2\ct4-10.png,Test,D:\ALS\outputs\clahe_processed\Test\F2\ct4-10.png
D:\ALS\data\liver_images\F2\ct4-11.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-11.png
D:\ALS\data\liver_images\F2\ct4-12.png,Test,D:\ALS\outputs\clahe_processed\Test\F2\ct4-12.png
D:\ALS\data\liver_images\F2\ct4-13.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-13.png
D:\ALS\data\liver_images\F2\ct4-14.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-14.png
D:\ALS\data\liver_images\F2\ct4-15.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-15.png
D:\ALS\data\liver_images\F2\ct4-16.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-16.png
D:\ALS\data\liver_images\F2\ct4-17.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-17.png
D:\ALS\data\liver_images\F2\ct4-18.png,Test,D:\ALS\outputs\clahe_processed\Test\F2\ct4-18.png
D:\ALS\data\liver_images\F2\ct4-19.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-19.png
D:\ALS\data\liver_images\F2\ct4-2.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-2.png
D:\ALS\data\liver_images\F2\ct4-20.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-20.png
D:\ALS\data\liver_images\F2\ct4-21.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-21.png
D:\ALS\data\liver_images\F2\ct4-22.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-22.png
D:\ALS\data\liver_images\F2\ct4-23.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-23.png
D:\ALS\data\liver_images\F2\ct4-24.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-24.png
D:\ALS\data\liver_images\F2\ct4-25.png,Test,D:\ALS\outputs\clahe_processed\Test\F2\ct4-25.png
D:\ALS\data\liver_images\F2\ct4-26.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-26.png
D:\ALS\data\liver_images\F2\ct4-27.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-27.png
D:\ALS\data\liver_images\F2\ct4-28.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-28.png
D:\ALS\data\liver_images\F2\ct4-29.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-29.png
D:\ALS\data\liver_images\F2\ct4-3.png,Test,D:\ALS\outputs\clahe_processed\Test\F2\ct4-3.png
D:\ALS\data\liver_images\F2\ct4-30.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-30.png
D:\ALS\data\liver_images\F2\ct4-31.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-31.png
D:\ALS\data\liver_images\F2\ct4-32.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-32.png
D:\ALS\data\liver_images\F2\ct4-33.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-33.png
D:\ALS\data\liver_images\F2\ct4-34.png,Test,D:\ALS\outputs\clahe_processed\Test\F2\ct4-34.png
D:\ALS\data\liver_images\F2\ct4-35.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-35.png
D:\ALS\data\liver_images\F2\ct4-36.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-36.png
D:\ALS\data\liver_images\F2\ct4-37.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-37.png
D:\ALS\data\liver_images\F2\ct4-38.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-38.png
D:\ALS\data\liver_images\F2\ct4-39.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-39.png
D:\ALS\data\liver_images\F2\ct4-4.png,Test,D:\ALS\outputs\clahe_processed\Test\F2\ct4-4.png
D:\ALS\data\liver_images\F2\ct4-40.png,Test,D:\ALS\outputs\clahe_processed\Test\F2\ct4-40.png
D:\ALS\data\liver_images\F2\ct4-41.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-41.png
D:\ALS\data\liver_images\F2\ct4-42.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-42.png
D:\ALS\data\liver_images\F2\ct4-43.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-43.png
D:\ALS\data\liver_images\F2\ct4-44.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-44.png
D:\ALS\data\liver_images\F2\ct4-45.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-45.png
D:\ALS\data\liver_images\F2\ct4-46.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-46.png
D:\ALS\data\liver_images\F2\ct4-47.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-47.png
D:\ALS\data\liver_images\F2\ct4-48.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-48.png
D:\ALS\data\liver_images\F2\ct4-49.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-49.png
D:\ALS\data\liver_images\F2\ct4-5.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-5.png
D:\ALS\data\liver_images\F2\ct4-50.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-50.png
D:\ALS\data\liver_images\F2\ct4-51.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-51.png
D:\ALS\data\liver_images\F2\ct4-52.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-52.png
D:\ALS\data\liver_images\F2\ct4-53.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-53.png
D:\ALS\data\liver_images\F2\ct4-54.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-54.png
D:\ALS\data\liver_images\F2\ct4-55.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-55.png
D:\ALS\data\liver_images\F2\ct4-56.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-56.png
D:\ALS\data\liver_images\F2\ct4-57.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-57.png
D:\ALS\data\liver_images\F2\ct4-58.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-58.png
D:\ALS\data\liver_images\F2\ct4-59.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-59.png
D:\ALS\data\liver_images\F2\ct4-6.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-6.png
D:\ALS\data\liver_images\F2\ct4-60.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-60.png
D:\ALS\data\liver_images\F2\ct4-61.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-61.png
D:\ALS\data\liver_images\F2\ct4-62.png,Test,D:\ALS\outputs\clahe_processed\Test\F2\ct4-62.png
D:\ALS\data\liver_images\F2\ct4-63.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-63.png
D:\ALS\data\liver_images\F2\ct4-64.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-64.png
D:\ALS\data\liver_images\F2\ct4-65.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-65.png
D:\ALS\data\liver_images\F2\ct4-66.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-66.png
D:\ALS\data\liver_images\F2\ct4-67.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-67.png
D:\ALS\data\liver_images\F2\ct4-68.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-68.png
D:\ALS\data\liver_images\F2\ct4-69.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-69.png
D:\ALS\data\liver_images\F2\ct4-7.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-7.png
D:\ALS\data\liver_images\F2\ct4-70.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-70.png
D:\ALS\data\liver_images\F2\ct4-71.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-71.png
D:\ALS\data\liver_images\F2\ct4-72.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-72.png
D:\ALS\data\liver_images\F2\ct4-73.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-73.png
D:\ALS\data\liver_images\F2\ct4-74.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-74.png
D:\ALS\data\liver_images\F2\ct4-75.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-75.png
D:\ALS\data\liver_images\F2\ct4-76.png,Test,D:\ALS\outputs\clahe_processed\Test\F2\ct4-76.png
D:\ALS\data\liver_images\F2\ct4-77.png,Test,D:\ALS\outputs\clahe_processed\Test\F2\ct4-77.png
D:\ALS\data\liver_images\F2\ct4-78.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-78.png
D:\ALS\data\liver_images\F2\ct4-79.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-79.png
D:\ALS\data\liver_images\F2\ct4-8.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-8.png
D:\ALS\data\liver_images\F2\ct4-80.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-80.png
D:\ALS\data\liver_images\F2\ct4-81.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-81.png
D:\ALS\data\liver_images\F2\ct4-82.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-82.png
D:\ALS\data\liver_images\F2\ct4-83.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-83.png
D:\ALS\data\liver_images\F2\ct4-84.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-84.png
D:\ALS\data\liver_images\F2\ct4-85.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-85.png
D:\ALS\data\liver_images\F2\ct4-86.png,Test,D:\ALS\outputs\clahe_processed\Test\F2\ct4-86.png
D:\ALS\data\liver_images\F2\ct4-87.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-87.png
D:\ALS\data\liver_images\F2\ct4-88.png,Test,D:\ALS\outputs\clahe_processed\Test\F2\ct4-88.png
D:\ALS\data\liver_images\F2\ct4-89.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-89.png
D:\ALS\data\liver_images\F2\ct4-9.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-9.png
D:\ALS\data\liver_images\F2\ct4-90.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct4-90.png
D:\ALS\data\liver_images\F2\ct5-1.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct5-1.png
D:\ALS\data\liver_images\F2\ct5-10.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct5-10.png
D:\ALS\data\liver_images\F2\ct5-11.png,Test,D:\ALS\outputs\clahe_processed\Test\F2\ct5-11.png
D:\ALS\data\liver_images\F2\ct5-12.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct5-12.png
D:\ALS\data\liver_images\F2\ct5-13.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct5-13.png
D:\ALS\data\liver_images\F2\ct5-14.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct5-14.png
D:\ALS\data\liver_images\F2\ct5-15.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct5-15.png
D:\ALS\data\liver_images\F2\ct5-16.png,Test,D:\ALS\outputs\clahe_processed\Test\F2\ct5-16.png
D:\ALS\data\liver_images\F2\ct5-17.png,Train,D:\ALS\outputs\clahe_processed\Train\F2\ct5-17.png
D:\ALS\data\liver_images\F2\ct5-18.png,Test,D:\ALS\outputs\clahe_processed\Test\F2\ct5-18.png
